lexeme,variants,gen,sg,pl
margouillis,margouillis,m,maʁguji,maʁguji
margoulette,margoulette,f,maʁgulɛt,maʁgulɛt
margoulin,margoulin,m,maʁgulɛ̃,maʁgulɛ̃
margrave,margrave,m,maʁgʁav,maʁgʁav
margraviat,margraviat,m,maʁgʁavja,maʁgʁavja
marguerite,marguerite,f,maʁgəʁit,maʁgəʁit
marguillier,marguillier,m,maʁgije,maʁgije
mari,mari:mary,m,maʁi,maʁi
mariachi,mariachi,m,maʁjaʃi,maʁjaʃi
mariage,mariage,m,maʁjaʒ,maʁjaʒ
marianne,marianne,f,maʁjan,maʁjan
marida,marida,b,maʁida,maʁida
marie-couche-toi-là,marie-couche-toi-là,f,maʁikuʃtwala,maʁikuʃtwala
marie-jeanne,marie-jeanne,f,maʁiʒan,maʁiʒan
marie-louise,marie-louise,f,maʁilwiz,maʁilwiz
marie-salope,marie-salope,f,maʁisalɔp,maʁisalɔp
marié,marié,m,maʁje,maʁje
mariée,mariée,f,maʁje,maʁje
marieur,marieur,m,maʁjœʁ,maʁjœʁ
marieuse,marieuse,f,maʁjøz,maʁjøz
marigot,marigot,m,maʁigo,maʁigo
marihuana,marihuana:marijuana,f,maʁiʁwana,maʁiʁwana
marimba,marimba,m,maʁimba,maʁimba
marin-pêcheur,marin-pêcheur,m,maʁɛ̃pEʃœʁ,maʁɛ̃pEʃœʁ
marin,marin,m,maʁɛ̃,maʁɛ̃
marina,marina,f,maʁina,maʁina
marinade,marinade,f,maʁinad,maʁinad
marinage,marinage,m,maʁinaʒ,maʁinaʒ
marine,marine,f,maʁin,maʁin
maringoin,maringoin,m,maʁɛ̃gwɛ̃,maʁɛ̃gwɛ̃
marinier,marinier,m,maʁinje,maʁinje
marinière,marinière,f,maʁinjɛʁ,maʁinjɛʁ
mariol,mariol:mariole:mariolle,b,maʁjɔl,maʁjɔl
marionnette,marionnette,f,maʁjOnɛt,maʁjOnɛt
marionnettiste,marionnettiste,b,maʁjOnEtist,maʁjOnEtist
mariste,mariste,b,maʁist,maʁist
maritorne,maritorne,f,maʁitɔʁn,maʁitɔʁn
marivaudage,marivaudage,m,maʁivodaʒ,maʁivodaʒ
marjolaine,marjolaine,f,maʁʒOlɛn,maʁʒOlɛn
mark,mark,m,maʁk,maʁk
marker,marker:marqueur,m,maʁkœʁ,maʁkœʁ
marketing,marketing,m,maʁkEtiŋ,maʁkEtiŋ
marlin,marlin,m,maʁlɛ̃,maʁlɛ̃
marlou,marlou,m,maʁlu,maʁlu
marloupin,marloupin,m,maʁlupɛ̃,maʁlupɛ̃
marloupinerie,marloupinerie,f,maʁlupinəʁi,maʁlupinəʁi
marmaille,marmaille,f,maʁmaj,maʁmaj
marmelade,marmelade,f,maʁməlad,maʁməlad
marmitage,marmitage,m,maʁmitaʒ,maʁmitaʒ
marmite,marmite,f,maʁmit,maʁmit
marmitée,marmitée,f,maʁmite,maʁmite
marmiton,marmiton,m,maʁmitɔ̃,maʁmitɔ̃
marmonnement,marmonnement,m,maʁmɔnəmɑ̃,maʁmɔnəmɑ̃
marmot,marmot,m,maʁmo,maʁmo
marmottage,marmottage,m,maʁmOtaʒ,maʁmOtaʒ
marmotte,marmotte,f,maʁmɔt,maʁmɔt
marmottement,marmottement,m,maʁmɔtəmɑ̃,maʁmɔtəmɑ̃
marmouset,marmouset,m,maʁmusɛ,maʁmusɛ
marne,marne,f,maʁn,maʁn
marnière,marnière,f,maʁnjɛʁ,maʁnjɛʁ
marocain,marocain:maroquin,m,maʁOkɛ̃,maʁOkɛ̃
marocaine,marocaine,f,maʁOkɛn,maʁOkɛn
maronite,maronite,b,maʁOnit,maʁOnit
maroquinerie,maroquinerie,f,maʁOkinəʁi,maʁOkinəʁi
maroquinier,maroquinier,m,maʁOkinje,maʁOkinje
marotte,marotte,f,maʁɔt,maʁɔt
marouette,marouette,f,maʁwɛt,maʁwɛt
maroufle,maroufle,f,maʁufl,maʁufl
marquage,marquage,m,maʁkaʒ,maʁkaʒ
marque-page,marque-page,m,maʁkəpaʒ,maʁkəpaʒ
marque,marque,f,maʁk,maʁk
marqueterie,marqueterie,f,maʁkEtəʁi,maʁkEtəʁi
marquis,marquis,m,maʁki,maʁki
marquisat,marquisat,m,maʁkiza,maʁkiza
marquise,marquise,f,maʁkiz,maʁkiz
marrade,marrade,f,maʁad,maʁad
marrane,marrane,m,maʁan,maʁan
marrant,marrant,m,maʁɑ̃,maʁɑ̃
marron,marron,m,maʁɔ̃,maʁɔ̃
marronnier,marronnier,m,maʁOnje,maʁOnje
mars,mars,m,maʁs,maʁs
marsala,marsala,m,maʁsala,maʁsala
marsaule,marsaule,m,maʁsol,maʁsol
marseillais,marseillais,m,maʁsEjɛ,maʁsEjɛ
marseillaise,marseillaise,f,maʁsEjɛz,maʁsEjɛz
marshal,marshal,m,maʁʃal,maʁʃal
marsouin,marsouin,m,maʁswɛ̃,maʁswɛ̃
marsupial,marsupial,m,maʁsypjal,maʁsypjo
marsupilami,marsupilami,m,maʁsypilami,maʁsypilami
martagon,martagon,m,maʁtagɔ̃,maʁtagɔ̃
marteau-pilon,marteau-pilon,m,maʁtOpilɔ̃,maʁtOpilɔ̃
marteau-piqueur,marteau-piqueur,m,maʁtOpikøʁ,maʁtOpikøʁ
marteau,marteau,m,maʁto,maʁto
martel,martel,m,maʁtɛl,maʁtɛl
martelage,martelage,m,maʁtəlaʒ,maʁtəlaʒ
martèlement,martèlement,m,maʁtɛləmɑ̃,maʁtɛləmɑ̃
martelet,martelet,m,maʁtəlɛ,maʁtəlɛ
marteleur,marteleur,m,maʁtəlœʁ,maʁtəlœʁ
martialité,martialité,f,maʁsjalite,maʁsjalite
martien,martien,m,maʁsjɛ̃,maʁsjɛ̃
martienne,martienne,f,maʁsjɛn,maʁsjɛn
martin-pêcheur,martin-pêcheur,m,maʁtɛ̃pEʃœʁ,maʁtɛ̃pEʃœʁ
martin,martin,m,maʁtɛ̃,maʁtɛ̃
martinet,martinet,m,maʁtinɛ,maʁtinɛ
martingale,martingale,f,maʁtɛ̃gal,maʁtɛ̃gal
martini,martini,m,maʁtini,maʁtini
martiniquais,martiniquais,m,maʁtinikɛ,maʁtinikɛ
martiniquaise,martiniquaise,f,maʁtinikɛz,maʁtinikɛz
martre,martre,f,maʁtʁ,maʁtʁ
martyr,martyr,m,maʁtiʁ,maʁtiʁ
martyre,martyre,b,maʁtiʁ,maʁtiʁ
martyrologe,martyrologe,m,maʁtiʁOlɔʒ,maʁtiʁOlɔʒ
marxisme-léninisme,marxisme-léninisme,m,maʁksizmlEninizm,maʁksizmlEninizm
marxisme,marxisme,m,maʁksizm,maʁksizm
marxiste-léniniste,marxiste-léniniste,b,maʁksistlEninist,maʁksistlEninist
marxiste,marxiste,b,maʁksist,maʁksist
maryland,maryland,m,maʁilɑ̃d,maʁilɑ̃d
mas,mas:mât,m,ma,ma
masaï,masaï,b,masaj,masaj
mascara,mascara,m,maskaʁa,maskaʁa
mascarade,mascarade,f,maskaʁad,maskaʁad
mascaret,mascaret,m,maskaʁɛ,maskaʁɛ
mascaron,mascaron,m,maskaʁɔ̃,maskaʁɔ̃
mascarpone,mascarpone,m,maskaʁpɔn,maskaʁpɔn
mascotte,mascotte,f,maskɔt,maskɔt
masculin,masculin,m,maskylɛ̃,maskylɛ̃
masculinité,masculinité,f,maskylinite,maskylinite
maser,maser,m,mazɛʁ,mazɛʁ
maskinongé,maskinongé,m,maskinɔ̃ʒe,maskinɔ̃ʒe
maso,maso,b,mazo,mazo
masochisme,masochisme,m,mazOʃizm,mazOʃizm
masochiste,masochiste,b,mazOʃist,mazOʃist
masquage,masquage,m,maskaʒ,maskaʒ
masque-espion,masque-espion,m,maskEspjɔ̃,maskEspjɔ̃
masque,masque,m,mask,mask
mass media,mass media,m,#DEF#,masmEdja
massacre,massacre,m,masakʁ,masakʁ
massacreur,massacreur,m,masakʁœʁ,masakʁœʁ
massage,massage,m,masaʒ,masaʒ
masse,masse,f,mas,mas
massé,massé,m,mase,mase
massepain,massepain,m,masəpɛ̃,masəpɛ̃
massette,massette,f,masɛt,masɛt
masseur,masseur,m,masœʁ,masœʁ
masseuse,masseuse,f,masøz,masøz
massicot,massicot,m,masiko,masiko
massicotier,massicotier,m,masikOtje,masikOtje
massif,massif,m,masif,masif
massivité,massivité,f,masivite,masivite
massue,massue,f,masy,masy
mastaba,mastaba,m,mastaba,mastaba
mastar,mastar:mastard,m,mastaʁ,mastaʁ
mastectomie,mastectomie,f,mastEktOmi,mastEktOmi
master,master,m,mastœʁ,mastœʁ
mastère,mastère,m,mastɛʁ,mastɛʁ
mastic,mastic,m,mastik,mastik
masticage,masticage,m,mastikaʒ,mastikaʒ
mastication,mastication,f,mastikasjɔ̃,mastikasjɔ̃
mastiff,mastiff,m,mastif,mastif
mastite,mastite,f,mastit,mastit
mastodonte,mastodonte,m,mastOdɔ̃t,mastOdɔ̃t
mastroquet,mastroquet,m,mastʁOkɛ,mastʁOkɛ
masturbation,masturbation,f,mastyʁbasjɔ̃,mastyʁbasjɔ̃
masure,masure,f,mazyʁ,mazyʁ
mat',mat',m,mat,mat
matador,matador,m,matadɔʁ,matadɔʁ
mataf,mataf,m,mataf,mataf
matamore,matamore,m,matamɔʁ,matamɔʁ
match,match:matche,m,matʃ,matʃ
matchiche,matchiche,f,matʃiʃ,matʃiʃ
maté,maté,m,mate,mate
matelas,matelas,m,matəla,matəla
matelassier,matelassier,m,matəlasje,matəlasje
matelassière,matelassière,f,matəlasjɛʁ,matəlasjɛʁ
matelot,matelot,m,matəlo,matəlo
matelote,matelote,f,matəlɔt,matəlɔt
mater dolorosa,mater dolorosa,f,matɛʁdOlOʁOza,matɛʁdOlOʁOza
matérialisation,matérialisation,f,matEʁjalizasjɔ̃,matEʁjalizasjɔ̃
matérialisme,matérialisme,m,matEʁjalizm,matEʁjalizm
matérialiste,matérialiste,b,matEʁjalist,matEʁjalist
matérialité,matérialité,f,matEʁjalite,matEʁjalite
matériau,matériau,m,matEʁjo,matEʁjo
matériel,matériel,m,matEʁjɛl,matEʁjɛl
maternage,maternage,m,matɛʁnaʒ,matɛʁnaʒ
maternalisme,maternalisme,m,matɛʁnalizm,matɛʁnalizm
maternelle,maternelle,f,matɛʁnɛl,matɛʁnɛl
maternité,maternité,f,matɛʁnite,matɛʁnite
mateur,mateur,m,matœʁ,matœʁ
mateuse,mateuse:matheuse,f,matøz,matøz
mathématicien,mathématicien,m,matEmatisjɛ̃,matEmatisjɛ̃
mathématicienne,mathématicienne,f,matEmatisjɛn,matEmatisjɛn
mathématique,mathématique,f,matEmatik,matEmatik
matheux,matheux,m,matø,matø
maths,maths,f,#DEF#,mat
mathurin,mathurin,m,matyʁɛ̃,matyʁɛ̃
mathusalem,mathusalem,m,matyzalɛm,matyzalɛm
matière,matière,f,matjɛʁ,matjɛʁ
matin,matin:mâtin,m,matɛ̃,matɛ̃
mâtine,mâtine,f,matin,matin
matinée,matinée,f,matine,matine
matité,matité,f,matite,matite
matois,matois,m,matwa,matwa
matoiserie,matoiserie,f,matwazəʁi,matwazəʁi
maton,maton,m,matɔ̃,matɔ̃
matonne,matonne,f,matɔn,matɔn
matos,matos,m,matos,matos
matou,matou,m,matu,matu
matraquage,matraquage,m,matʁakaʒ,matʁakaʒ
matraque,matraque,f,matʁak,matʁak
matraqueur,matraqueur,m,matʁakœʁ,matʁakœʁ
matras,matras,m,matʁa,matʁa
matriarcat,matriarcat,m,matʁijaʁka,matʁijaʁka
matriarche,matriarche,f,matʁijaʁʃ,matʁijaʁʃ
matrice,matrice,f,matʁis,matʁis
matricide,matricide,b,matʁisid,matʁisid
matriculaire,matriculaire,b,matʁikylɛʁ,matʁikylɛʁ
matricule,matricule,b,matʁikyl,matʁikyl
matriochka,matriochka,f,matʁiOʃka,matʁiOʃka
matrone,matrone,f,matʁɔn,matʁɔn
matte,matte,f,mat,mat
matuche,matuche,m,matyʃ,matyʃ
maturation,maturation,f,matyʁasjɔ̃,matyʁasjɔ̃
mâture,mâture,f,matyʁ,matyʁ
maturité,maturité,f,matyʁite,matyʁite
maudit,maudit,m,modi,modi
maure,maure:more:mort,b,mɔʁ,mɔʁ
mauresque,mauresque:moresque,f,mOʁɛsk,mOʁɛsk
maurrassien,maurrassien,m,mOʁasjɛ̃,mOʁasjɛ̃
maurrassisme,maurrassisme,m,mOʁasizm,mOʁasizm
mauser,mauser,m,mOzɛʁ,mOzɛʁ
mausolée,mausolée,m,mOzOle,mOzOle
maussaderie,maussaderie,f,mOsadəʁi,mOsadəʁi
mauvais,mauvais,m,mOvɛ,mOvɛ
mauvaiseté,mauvaiseté,f,mOvEzəte,mOvEzəte
mauve,mauve,b,mov,mov
mauviette,mauviette,f,mOvjɛt,mOvjɛt
max,max,m,maks,maks
maxi,maxi,m,maksi,maksi
maxillaire,maxillaire,m,maksilɛʁ,maksilɛʁ
maximalisme,maximalisme,m,maksimalizm,maksimalizm
maxime,maxime,f,maksim,maksim
maximisation,maximisation,f,maksimizasjɔ̃,maksimizasjɔ̃
maximum,maximum,m,maksimɔm,maksimɔm
maxiton,maxiton,m,maksitɔ̃,maksitɔ̃
mayo,mayo,f,majo,majo
mayonnaise,mayonnaise,f,majOnɛz,majOnɛz
mazagran,mazagran,m,mazagʁɑ̃,mazagʁɑ̃
mazet,mazet,m,mazɛ,mazɛ
mazette,mazette,f,mazɛt,mazɛt
mazout,mazout,m,mazut,mazut
mazurka,mazurka,f,mazyʁka,mazyʁka
mea culpa,mea culpa,m,mEakylpa,mEakylpa
méandre,méandre,m,mEɑ̃dʁ,mEɑ̃dʁ
méandrine,méandrine,f,mEɑ̃dʁin,mEɑ̃dʁin
méat,méat,m,mEa,mEa
mec,mec,m,mɛk,mɛk
mécanicien,mécanicien,m,mEkanisjɛ̃,mEkanisjɛ̃
mécanicienne,mécanicienne,f,mEkanisjɛn,mEkanisjɛn
mécanique,mécanique,f,mEkanik,mEkanik
mécanisation,mécanisation,f,mEkanizasjɔ̃,mEkanizasjɔ̃
mécanisme,mécanisme,m,mEkanizm,mEkanizm
mécano,mécano:meccano,m,mEkano,mEkano
mécénat,mécénat,m,mEsEna,mEsEna
mécène,mécène,m,mEsɛn,mEsɛn
méchanceté,méchanceté,f,mEʃɑ̃səte,mEʃɑ̃səte
méchant,méchant,m,mEʃɑ̃,mEʃɑ̃
mèche,mèche,f,mɛʃ,mɛʃ
méchoui,méchoui,m,mEʃwi,mEʃwi
mechta,mechta,f,mEʃta,mEʃta
mecklembourgeois,mecklembourgeois,m,mEklɑ̃buʁʒwa,mEklɑ̃buʁʒwa
mécompte,mécompte,m,mEkɔ̃t,mEkɔ̃t
méconduite,méconduite,f,mEkɔ̃dɥit,mEkɔ̃dɥit
méconium,méconium,m,mEkOnjɔm,mEkOnjɔm
méconnaissance,méconnaissance,f,mEkOnEsɑ̃s,mEkOnEsɑ̃s
méconnu,méconnu,m,mEkOny,mEkOny
mécontent,mécontent,m,mEkɔ̃tɑ̃,mEkɔ̃tɑ̃
mécontente,mécontente,f,mEkɔ̃tɑ̃t,mEkɔ̃tɑ̃t
mécontentement,mécontentement,m,mEkɔ̃tɑ̃təmɑ̃,mEkɔ̃tɑ̃təmɑ̃
mécréance,mécréance,f,mEkʁEɑ̃s,mEkʁEɑ̃s
mécréant,mécréant,m,mEkʁEɑ̃,mEkʁEɑ̃
mecton,mecton,m,mEktɔ̃,mEktɔ̃
médaille,médaille,f,mEdaj,mEdaj
médaillé,médaillé,m,mEdaje,mEdaje
médaillée,médaillée,f,mEdaje,mEdaje
médailleur,médailleur,m,mEdajœʁ,mEdajœʁ
médaillon,médaillon,m,mEdajɔ̃,mEdajɔ̃
médecin-chef,médecin-chef,m,mEdəsɛ̃ʃɛf,mEdəsɛ̃ʃɛf
médecin-conseil,médecin-conseil,m,mEdəsɛ̃kɔ̃sɛj,mEdəsɛ̃kɔ̃sɛj
médecin-général,médecin-général,m,mEdəsɛ̃gEnEʁal,mEdəsɛ̃gEnEʁo
médecin-major,médecin-major,m,mEdəsɛ̃maʒɔʁ,mEdəsɛ̃maʒɔʁ
médecin,médecin,m,mEdəsɛ̃,mEdəsɛ̃
médecine-ball,médecine-ball,m,mEdəsinbol,mEdəsinbol
médecine,médecine,f,mEdəsin,mEdəsin
media,media,f,mEdja,mEdja
média,média,m,mEdja,mEdja
médiane,médiane,f,mEdjan,mEdjan
médianoche,médianoche,m,mEdjanɔʃ,mEdjanɔʃ
médiascope,médiascope,m,mEdjaskɔp,mEdjaskɔp
médiastin,médiastin,m,mEdjastɛ̃,mEdjastɛ̃
médiateur,médiateur,m,mEdjatœʁ,mEdjatœʁ
médiation,médiation,f,mEdjasjɔ̃,mEdjasjɔ̃
médiatisation,médiatisation,f,mEdjatizasjɔ̃,mEdjatizasjɔ̃
médiator,médiator,m,mEdjatɔʁ,mEdjatɔʁ
médiatrice,médiatrice,f,mEdjatʁis,mEdjatʁis
médicalisation,médicalisation,f,mEdikalizasjɔ̃,mEdikalizasjɔ̃
médicament,médicament,m,mEdikamɑ̃,mEdikamɑ̃
médicamentation,médicamentation,f,mEdikamɑ̃tasjɔ̃,mEdikamɑ̃tasjɔ̃
médicastre,médicastre,m,mEdikastʁ,mEdikastʁ
médication,médication,f,mEdikasjɔ̃,mEdikasjɔ̃
medicine-ball,medicine-ball,m,mEdisinbol,mEdisinbol
médiéviste,médiéviste,b,mEdjEvist,mEdjEvist
médina,médina,f,mEdina,mEdina
médiocre,médiocre,b,mEdjɔkʁ,mEdjɔkʁ
médiocrité,médiocrité,f,mEdjOkʁite,mEdjOkʁite
médisance,médisance,f,mEdizɑ̃s,mEdizɑ̃s
médisant,médisant,m,mEdizɑ̃,mEdizɑ̃
médisante,médisante,f,mEdizɑ̃t,mEdizɑ̃t
méditant,méditant,m,mEditɑ̃,mEditɑ̃
méditatif,méditatif,m,mEditatif,mEditatif
méditation,méditation,f,mEditasjɔ̃,mEditasjɔ̃
méditerranéen,méditerranéen,m,mEditEʁanEɛ̃,mEditEʁanEɛ̃
méditerranéenne,méditerranéenne,f,mEditEʁanEɛn,mEditEʁanEɛn
medium,medium:médium,m,mEdjɔm,mEdjɔm
médiumnité,médiumnité,f,mEdjɔmnite,mEdjɔmnite
médius,médius,m,mEdjys,mEdjys
médoc,médoc,m,mEdɔk,mEdɔk
médulla,médulla,f,mEdyla,mEdyla
méduse,méduse,f,mEdyz,mEdyz
meeting,meeting,m,mitiŋ,mitiŋ
méfait,méfait,m,mEfɛ,mEfɛ
méfiance,méfiance,f,mEfjɑ̃s,mEfjɑ̃s
méfiant,méfiant,m,mEfjɑ̃,mEfjɑ̃
méforme,méforme,f,mEfɔʁm,mEfɔʁm
mégacôlon,mégacôlon,m,mEgakOlɔ̃,mEgakOlɔ̃
mégahertz,mégahertz,m,mEgaɛʁts,mEgaɛʁts
mégajoule,mégajoule,m,mEgaʒul,mEgaʒul
mégalithe,mégalithe,m,mEgalit,mEgalit
mégalo,mégalo,b,mEgalo,mEgalo
mégalomane,mégalomane,b,mEgalOman,mEgalOman
mégalomanie,mégalomanie,f,mEgalOmani,mEgalOmani
mégalopole,mégalopole,f,mEgalOpɔl,mEgalOpɔl
mégalosaure,mégalosaure,m,mEgalOsɔʁ,mEgalOsɔʁ
mégaphone,mégaphone,m,mEgafɔn,mEgafɔn
mégapole,mégapole,f,mEgapɔl,mEgapɔl
mégaron,mégaron,m,mEgaʁɔ̃,mEgaʁɔ̃
mégathérium,mégathérium,m,mEgatEʁjɔm,mEgatEʁjɔm
mégatonne,mégatonne,f,mEgatɔn,mEgatɔn
mégawatt,mégawatt,m,mEgawat,mEgawat
mégère,mégère,f,mEʒɛʁ,mEʒɛʁ
mégisserie,mégisserie,f,mEʒisəʁi,mEʒisəʁi
mégissier,mégissier,m,mEʒisje,mEʒisje
mégot,mégot,m,mEgo,mEgo
mégotage,mégotage,m,mEgOtaʒ,mEgOtaʒ
méhari,méhari,m,mEaʁi,mEaʁi
méhariste,méhariste,b,mEaʁist,mEaʁist
meilleur,meilleur,m,mEjœʁ,mEjœʁ
meilleure,meilleure,f,mEjœʁ,mEjœʁ
méiose,méiose,f,mEjoz,mEjoz
méjugement,méjugement,m,mEʒyʒəmɑ̃,mEʒyʒəmɑ̃
mélancolie,mélancolie,f,mElɑ̃kOli,mElɑ̃kOli
mélancolique,mélancolique,b,mElɑ̃kOlik,mElɑ̃kOlik
mélanésienne,mélanésienne,f,mElanEzjɛn,mElanEzjɛn
mélange,mélange,m,mElɑ̃ʒ,mElɑ̃ʒ
mélangeur,mélangeur,m,mElɑ̃ʒœʁ,mElɑ̃ʒœʁ
mélanine,mélanine,f,mElanin,mElanin
mélanome,mélanome,m,mElanom,mElanom
mélasse,mélasse,f,mElas,mElas
mélatonine,mélatonine,f,mElatOnin,mElatOnin
mêlé-cass,mêlé-cass,m,mElekas,mElekas
mêlé-casse,mêlé-casse:mêlécasse,m,mElEkas,mElEkas
mêle-tout,mêle-tout,m,mɛltu,mɛltu
mêlée,mêlée,f,mEle,mEle
mélèze,mélèze,m,mElɛz,mElɛz
méli-mélo,méli-mélo,m,mElimElo,mElimElo
mélilot,mélilot,m,mElilo,mElilo
mélinite,mélinite,f,mElinit,mElinit
mélisse,mélisse,f,mElis,mElis
melkite,melkite,b,mɛlkit,mɛlkit
mellifère,mellifère,m,mElifɛʁ,mElifɛʁ
mélo,mélo,m,mElo,mElo
mélodie,mélodie,f,mElOdi,mElOdi
mélodrame,mélodrame,m,mElOdʁam,mElOdʁam
mélomane,mélomane,b,mElOman,mElOman
melon,melon,m,məlɔ̃,məlɔ̃
mélopée,mélopée,f,mElOpe,mElOpe
melting-pot,melting-pot,m,mɛltiŋpɔt,mɛltiŋpɔt
membrane,membrane,f,mɑ̃bʁan,mɑ̃bʁan
membre,membre,m,mɑ̃bʁ,mɑ̃bʁ
membrure,membrure,f,mɑ̃bʁyʁ,mɑ̃bʁyʁ
mémé,mémé,f,mEme,mEme
mémento,mémento,m,mEmɛ̃to,mEmɛ̃to
mémère,mémère,f,mEmɛʁ,mEmɛʁ
mémo,mémo,m,mEmo,mEmo
mémoire,mémoire,b,mEmwaʁ,mEmwaʁ
mémorabilité,mémorabilité,f,mEmOʁabilite,mEmOʁabilite
mémorandum,mémorandum,m,mEmOʁɑ̃dɔm,mEmOʁɑ̃dɔm
mémorial,mémorial,m,mEmOʁjal,mEmOʁjo
mémorialiste,mémorialiste,b,mEmOʁjalist,mEmOʁjalist
mémorisation,mémorisation,f,mEmOʁizasjɔ̃,mEmOʁizasjɔ̃
menace,menace,f,mənas,mənas
ménade,ménade,f,mEnad,mEnad
ménage,ménage,m,mEnaʒ,mEnaʒ
ménagement,ménagement,m,mEnaʒəmɑ̃,mEnaʒəmɑ̃
ménager,ménager,m,mEnaʒe,mEnaʒe
ménagère,ménagère,f,mEnaʒɛʁ,mEnaʒɛʁ
ménagerie,ménagerie,f,mEnaʒəʁi,mEnaʒəʁi
menchevik,menchevik,b,mɛnʃEvik,mɛnʃEvik
mendiant,mendiant,m,mɑ̃djɑ̃,mɑ̃djɑ̃
mendiante,mendiante,f,mɑ̃djɑ̃t,mɑ̃djɑ̃t
mendicité,mendicité,f,mɑ̃disite,mɑ̃disite
mendigot,mendigot,m,mɑ̃digo,mɑ̃digo
mendigote,mendigote,f,mɑ̃digɔt,mɑ̃digɔt
meneau,meneau,m,məno,məno
menée,menée,f,məne,məne
ménesse,ménesse,f,mEnɛs,mEnɛs
ménestrel,ménestrel,m,mEnEstʁɛl,mEnEstʁɛl
meneur,meneur,m,mənœʁ,mənœʁ
meneuse,meneuse,f,mənøz,mənøz
menez,menez,m,məne,məne
menhaden,menhaden,m,mEnadɛn,mEnadɛn
menhir,menhir,m,mEniʁ,mEniʁ
méninge,méninge,f,mEnɛ̃ʒ,mEnɛ̃ʒ
méningiome,méningiome,m,mEnɛ̃ʒjom,mEnɛ̃ʒjom
méningite,méningite,f,mEnɛ̃ʒit,mEnɛ̃ʒit
méningocoque,méningocoque,m,mEnɛ̃gOkɔk,mEnɛ̃gOkɔk
ménisque,ménisque,m,mEnisk,mEnisk
mennonite,mennonite,m,mEnOnit,mEnOnit
menon,menon,m,mənɔ̃,mənɔ̃
ménopause,ménopause,f,mEnOpoz,mEnOpoz
menora,menora,f,mEnOʁa,mEnOʁa
menotte,menotte,f,mənɔt,mənɔt
mensonge,mensonge,m,mɑ̃sɔ̃ʒ,mɑ̃sɔ̃ʒ
menstruation,menstruation,f,mɑ̃stʁyasjɔ̃,mɑ̃stʁyasjɔ̃
menstrues,menstrues,f,#DEF#,mɑ̃stʁy
mensualité,mensualité,f,mɑ̃sɥalite,mɑ̃sɥalite
mensuel,mensuel,m,mɑ̃sɥɛl,mɑ̃sɥɛl
mensuration,mensuration,f,mɑ̃syʁasjɔ̃,mɑ̃syʁasjɔ̃
mental,mental,m,mɑ̃tal,mɑ̃to
mentalité,mentalité,f,mɑ̃talite,mɑ̃talite
menterie,menterie,f,mɑ̃təʁi,mɑ̃təʁi
menteur,menteur,m,mɑ̃tœʁ,mɑ̃tœʁ
menteuse,menteuse,f,mɑ̃tøz,mɑ̃tøz
menthol,menthol,m,mɑ̃tɔl,mɑ̃tɔl
mentholé,mentholé,m,mɑ̃tOle,mɑ̃tOle
menton,menton,m,mɑ̃tɔ̃,mɑ̃tɔ̃
mentonnet,mentonnet,m,mɑ̃tOnɛ,mɑ̃tOnɛ
mentonnière,mentonnière,f,mɑ̃tOnjɛʁ,mɑ̃tOnjɛʁ
mentor,mentor,m,mɛ̃tɔʁ,mɛ̃tɔʁ
mentule,mentule,f,mɑ̃tyl,mɑ̃tyl
menu,menu,m,məny,məny
menuet,menuet,m,mənɥɛ,mənɥɛ
menuise,menuise,f,mənɥiz,mənɥiz
menuiserie,menuiserie,f,mənɥizəʁi,mənɥizəʁi
menuisier,menuisier,m,mənɥizje,mənɥizje
méplat,méplat,m,mEpla,mEpla
mépris,mépris,m,mEpʁi,mEpʁi
méprise,méprise,f,mEpʁiz,mEpʁiz
mer,mer:mère,f,mɛʁ,mɛʁ
mercanti,mercanti,m,mɛʁkɑ̃ti,mɛʁkɑ̃ti
mercantilisme,mercantilisme,m,mɛʁkɑ̃tilizm,mɛʁkɑ̃tilizm
mercaptan,mercaptan,m,mɛʁkaptɑ̃,mɛʁkaptɑ̃
mercenaire,mercenaire,b,mɛʁsənɛʁ,mɛʁsənɛʁ
mercerie,mercerie,f,mɛʁsəʁi,mɛʁsəʁi
merchandising,merchandising,m,mɛʁʃɑ̃dajziŋ,mɛʁʃɑ̃dajziŋ
merci,merci,f,mɛʁsi,mɛʁsi
merci2,merci,m,mɛʁsi,mɛʁsi
mercier,mercier,m,mɛʁsje,mɛʁsje
mercière,mercière,f,mɛʁsjɛʁ,mɛʁsjɛʁ
mercredi,mercredi,m,mɛʁkʁədi,mɛʁkʁədi
mercure,mercure,m,mɛʁkyʁ,mɛʁkyʁ
mercurey,mercurey,m,mɛʁkyʁɛ,mɛʁkyʁɛ
mercuriale,mercuriale,f,mɛʁkyʁjal,mɛʁkyʁjal
mercurochrome,mercurochrome,m,mɛʁkyʁOkʁom,mɛʁkyʁOkʁom
merde,merde,f,mɛʁd,mɛʁd
merdeux,merdeux,m,mɛʁdø,mɛʁdø
merdier,merdier,m,mɛʁdje,mɛʁdje
merdouille,merdouille,f,mɛʁduj,mɛʁduj
mère-grand,mère-grand,f,mɛʁgʁɑ̃,mɛʁgʁɑ̃
mère-patrie,mère-patrie,f,mɛʁpatʁi,mɛʁpatʁi
merguez,merguez,f,mɛʁgɛz,mɛʁgɛz
méridien,méridien,m,mEʁidjɛ̃,mEʁidjɛ̃
méridienne,méridienne,f,mEʁidjɛn,mEʁidjɛn
